"","x","y"
"1",84.3496996760223,24.4510181815713
"2",17.2763578153535,27.6443390293934
"3",60.4458618985518,92.1728026927667
"4",89.292724677216,97.1801220543057
"5",12.9842693297178,90.8541796074132
"6",56.5190497400181,89.2696226899716
"7",20.3795979536153,10.0827772004777
"8",1.76537352945161,99.9877478298004
"9",12.6418835010554,42.5564967830724
"10",3.66881492791435,89.5972831922336
"11",3.13985367429268,99.5652633519057
"12",92.7001279051183,95.7728727724316
"13",77.771200944153,26.1875065523782
"14",17.0209855676148,44.525085724672
"15",46.5756105228138,13.1740103797711
"16",15.3143647687102,95.3368568207225
"17",41.5878818383135,49.1449834416926
"18",4.15105054435116,13.6868942108777
"19",14.6755442459835,96.3912650589918
"20",56.3601699243009,87.4103555057445
"21",14.6655141688825,3.97549297686055
"22",35.8413196085166,25.9540531098537
"23",17.1917356461563,73.701462335157
"24",83.9948892404209,67.3800261698489
"25",7.11132236483536,93.1717333069173
"26",64.7375547971023,10.5218687673187
"27",13.1138513441329,44.4850429465077
"28",91.5185217478211,21.0075452749152
"29",49.9706189033532,95.5182218331174
"30",53.3433705579228,75.2477783806171
"31",50.2257890262626,83.0012521550088
"32",99.6762367072733,91.8173032330742
"33",39.4787933149928,13.4776217313629
"34",52.5693886193039,85.5768878740491
"35",8.04999585616315,94.8778797377599
"36",50.9645961123169,18.8666462549008
"37",56.5710807595678,86.1041821521212
"38",8.45368010523089,99.8665486364189
"39",51.7536573748657,77.9035170849966
"40",97.7467456426893,51.7486577693489
"41",45.3678090918402,83.1492097386217
"42",26.0413241650895,33.6489876815904
"43",82.8839411798981,19.7967168020114
"44",58.9122738831065,1.65036178514129
"45",20.3865761379348,16.7809863025468
"46",80.6949947438625,23.6838094302584
"47",13.2007506992522,58.3826335976482
"48",81.8412245826039,43.2712809983059
"49",94.9284123460529,53.0055239974899
"50",2.28880980685062,10.5413028211842
"51",79.906095277147,35.9350489106873
"52",81.1249077440152,69.1936845116288
"53",42.4001117999069,82.5252609041854
"54",12.5184551030543,57.4943137859009
"55",93.2586657580032,46.3650314626648
"56",57.5827290846064,46.6905882090941
"57",34.6696381999209,87.8509890537316
"58",10.5790330822856,22.8653858255711
"59",57.5571896770271,71.1060628495034
"60",14.1327079621988,9.09905233456811
"61",41.2308392224077,30.4003415627449
"62",83.5346018064229,78.7247538162774
"63",22.3693765192365,29.4573745461093
"64",80.8044788833286,59.1080998809048
"65",48.3397687030447,93.4625222393151
"66",7.54095420325029,99.1161263960748
"67",0.183771399679244,0.168891546854866
"68",11.2475244859525,92.622823497004
"69",97.4666681036979,32.7593601852641
"70",81.721802287575,54.4569201880222
"71",70.8741815118628,59.5196083295377
"72",39.4241674153818,65.8042692299205
"73",99.0670773966485,41.1804570610911
"74",71.9156376891988,53.6666407846496
"75",35.5994905305124,83.3094850304406
"76",47.9707538217554,1.8894515633292
"77",8.73010303657793,99.5340090834361
"78",26.6646355717967,23.1444562161414
"79",0.961174044459767,85.664412504957
"80",17.2752745547768,49.3368357349027
"81",51.5946007571984,41.1182321679007
"82",47.6552423142493,25.7903284078566
"83",0.618481019773753,66.5426512687191
"84",88.0764018324044,60.8296203221471
"85",32.0327815810742,4.60375805760123
"86",75.655368381922,95.437359936659
"87",97.2563828989223,42.717691128928
"88",33.6953015930703,18.0213418674612
"89",12.5962732199696,78.2831835114848
"90",5.66437692832551,97.3870670604811
"91",28.9858964517407,71.8785508342989
"92",47.3629192343651,2.44205657490966
"93",20.0766227715576,0.929820603960252
"94",54.8582751382128,24.2131564149531
"95",16.1856092465314,1.68421051839687
"96",37.9437874085852,16.6764868215978
"97",79.8659258860425,86.9184902619963
"98",1.27394839164481,98.3836939596586
"99",2.0522576307485,88.9534056535922
"100",54.7304809941124,62.3322676508906
"101",51.7254682517887,40.2276635220915
"102",21.2485154528622,82.9139095931168
"103",84.4649478136489,0.431839872908313
"104",65.6154200134552,5.43937899037701
"105",27.6480478947633,98.1741530093132
"106",83.6395804097265,46.2386019662517
"107",9.95800061482441,70.7273264762989
"108",56.9388608117151,55.1946642666735
